"","version","age_1","agegroup_1","sex_1","v5","v6","v7","v8","v9","v10","v11","v12","v13","v14","v15","v16a","v16b","v17","v18","v19","v20","v21","v22","v23","v24","v25","v26","v27","v28","v29","v30","v31","v32","v33","v34","v35","v36","v37","v38","v39","v40","v41","v42","v43","v44","v45","v46","v47","v48","v49","v51","v52","v53","v55","v56","v57","v58","v59","v60","v61","v62","v63","v64","v65","v66","v67","v68","v68a","v69","v70","v71","v72a","v72b","v73a","v73b","v74a","v74b","v75","v76","v77","v78","v79","v80","v81","v82","v83","v84","v85","v86","v87","v88","v89","v90","v91","v92","v93","v94","v95","v96","v97","v98","v99","v100","v101","v102","v103","v104","v105","v106","v107","v108","v109","v110","v111","v112","v113","v114","v115","v116","v117","v118","v119","v120","v121","v122","v123","v124","v125","v126","v127","v128","v129","v130","v131","v132","v133","v134","v135","v136","v137","v138","v139","v140","v141","v142","v143","v144","v145","v146","v147","v148","v149","v150","v151","v152","v153","v154","v155","v156","v157","v158","v159","v160","v161","v162","v163","v164","v165","v166","v167","v168","v169","v170","v171","v172","v173","v174","v175","v176","nv176","v177","v178","v179","nv179","v179a","v180","nv180","v180a","v181_1","v182","v183","v184","v185","v186","v187","v188","v189_1","v190","v191","v192","v193","v194_1","v195","day","month","zone","sample","panel","mergenumber","age_2","agegroup_2","sex_2","v189_2","v181_2","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","q13","q14","q15","q16","q17","q18","q19","q20","q21","v194_2","date","w_arabs"
"22",2,44,4,1,1,3,3,20,2,3,NA,NA,NA,NA,NA,2,2,3,3,NA,NA,2,1,4,3,2,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,NA,NA,NA,3,2,4,4,2,NA,NA,NA,4,3,1,2,9,3,3,NA,NA,NA,2,5,5,4,4,4,4,8,9,4,5,5,8,4,NA,3,9,3,1,2,4,3,3,1,3,2,2,1,2,3,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,3,2,2,1,4,NA,NA,7,NA,2,2,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,5,97,2,8,97,50,60,10,3,1,1,1,2,4,3,NA,NA,NA,NA,1,2,1,2,1,1,NA,NA,1,1,6,1,1,6,18,1,"12",4,2,4,1,2,1,1,6,0,4000,1,1,20,1,54,1,1,544848077,44,4,1,1,18,1,NA,3,2,2,3,1,5,1,4,4,1,2,3,3,3,3,4,4,2,2,1,11,1
"23",3,55,5,1,1,2,3,23,3,3,NA,NA,NA,NA,NA,2,2,3,4,NA,NA,3,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,NA,NA,NA,3,2,3,2,2,NA,NA,NA,3,NA,3,NA,NA,2,3,NA,NA,NA,2,8,6,7,5,5,8,4,99,NA,8,6,6,2,1,1,9,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,4,6,7,8,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,9,9,NA,4,NA,1,3,4,NA,1,9,9,NA,1,2,4,NA,2,3,1,2,2,NA,NA,5,5,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,9,97,90,NA,NA,70,80,50,1,1,2,2,1,4,3,NA,NA,NA,NA,1,2,1,2,1,1,NA,NA,1,1,6,1,1,6,15,2,"13",2,1,3,1,3,1,1,6,0,5000,1,1,26,1,3,2,1,37419404,55,5,1,1,12,1,NA,99,90,18,9,2,5,2,4,2,2,4,2,4,3,4,4,4,2,2,1,11,1
"24",3,71,7,2,1,5,3,25,4,4,NA,NA,NA,NA,NA,2,1,4,1,NA,NA,2,4,9,9,9,NA,NA,NA,NA,NA,NA,NA,3,1,3,4,NA,NA,NA,3,9,4,3,2,NA,NA,NA,3,NA,3,NA,NA,2,3,NA,NA,NA,3,8,10,1,1,1,1,1,2,NA,8,10,1,3,1,3,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,5,5,99,99,99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,3,2,3,2,3,2,2,3,1,2,3,2,1,2,3,2,3,2,1,2,3,NA,NA,3,5,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,4,3,90,NA,NA,70,60,40,1,3,1,2,1,4,3,NA,NA,NA,NA,8,8,1,2,27,4,NA,NA,27,4,3,27,4,3,6,NA,"y3",9,9,4,1,3,1,1,2,0,8700,1,1,4,2,9,3,1,97743163,70,NA,2,1,5,1,NA,1,91,2,3,2,2,1,5,5,4,5,5,4,1,5,5,3,3,1,1,11,1
"25",3,60,6,2,1,4,4,19,5,3,NA,NA,NA,NA,NA,2,2,9,4,NA,NA,2,1,4,3,4,NA,NA,NA,NA,NA,NA,NA,1,1,3,9,NA,NA,NA,4,3,3,4,3,NA,NA,NA,3,NA,3,NA,NA,3,4,NA,NA,NA,3,999,999,7,999,999,999,1,3,NA,7,4,4,9,NA,9,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,99,99,99,99,99,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,9,NA,9,NA,9,NA,9,NA,4,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,3,NA,NA,2,5,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,3,98,90,NA,NA,0,0,0,3,2,2,1,2,3,4,NA,NA,NA,NA,8,8,8,1,1,1,NA,NA,27,4,9,27,4,9,13,9,"33",5,4,3,1,3,1,1,4,0,6400,1,1,3,2,9,3,1,99548172,60,6,2,1,13,2,0,NA,90,2,2,3,5,1,4,4,4,9,3,3,5,3,5,5,6,9,1,11,1
"26",3,68,6,1,1,2,2,17,2,3,NA,NA,NA,NA,NA,1,2,1,2,NA,NA,4,4,1,3,2,NA,NA,NA,NA,NA,NA,NA,1,2,3,1,NA,NA,NA,4,3,4,2,2,NA,NA,NA,2,NA,4,NA,NA,2,4,NA,NA,NA,3,6,10,4,5,4,3,10,2,NA,6,9,7,3,2,3,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,4,5,8,8,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,2,3,2,2,1,3,2,1,3,3,2,3,1,1,2,1,2,3,1,1,2,1,NA,NA,2,5,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,4,3,91,NA,NA,40,60,0,2,3,1,1,4,2,3,NA,NA,NA,NA,2,2,1,2,1,1,NA,NA,22,4,9,22,4,9,15,2,"y3",5,5,2,1,3,1,1,6,0,6400,1,1,19,1,9,1,1,99553415,68,NA,1,1,16,1,NA,3,90,2,4,6,4,1,5,4,2,1,1,2,4,4,4,5,4,2,1,11,1
"27",3,39,3,1,1,2,2,1,3,3,NA,NA,NA,NA,NA,3,2,2,2,NA,NA,3,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,NA,NA,NA,3,3,3,2,1,NA,NA,NA,3,NA,2,NA,NA,4,3,NA,NA,NA,3,5,6,6,4,2,2,999,3,NA,8,6,5,1,2,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,1,4,9,10,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,9,3,2,2,3,2,1,5,NA,1,2,2,1,1,2,1,3,3,1,1,2,2,NA,NA,2,2,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,3,97,91,NA,NA,80,70,60,3,99,1,1,4,2,3,NA,NA,NA,NA,2,8,1,2,1,1,NA,NA,27,4,9,1,1,6,14,1,"11",9,1,NA,1,3,1,1,5,0,9700,1,1,28,1,54,2,1,544780647,39,3,1,1,14,1,NA,2,90,3,2,1,5,2,3,2,5,1,1,2,1,1,5,4,5,2,1,11,1
"28",1,72,7,2,1,3,3,43,4,3,5,7,99,4,1,2,2,4,9,4,1,3,1,2,3,9,7,5,7,7,7,7,7,2,1,3,4,4,1,2,1,9,3,2,2,2,1,2,3,NA,3,NA,NA,1,4,7,6,99,2,7,6,9,999,7,7,7,3,NA,7,7,9,2,3,2,9,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,3,3,1,1,3,2,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,3,2,3,2,1,3,1,NA,NA,1,5,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,95,NA,NA,NA,NA,NA,NA,2,1,2,1,4,3,NA,NA,NA,NA,8,8,1,3,66,3,NA,NA,66,3,2,66,3,2,7,2,"y3",4,5,1,1,3,1,2,2,0,787,1,1,29,1,2,2,1,25342687,72,7,2,1,7,1,NA,2,90,4,3,6,5,1,4,4,4,4,3,4,3,4,4,2,2,1,1,11,1
"29",1,31,3,2,1,3,3,23,2,2,7,7,99,2,4,2,2,3,2,2,1,3,3,4,1,2,4,4,7,3,3,2,2,1,2,2,2,3,2,3,4,3,4,4,2,2,3,2,3,NA,4,NA,NA,1,2,7,6,99,3,7,7,2,8,2,1,1,99,NA,9,6,2,1,3,1,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,9,1,1,2,3,2,3,2,9,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,9,1,2,1,2,1,3,NA,NA,5,5,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,97,90,NA,NA,NA,NA,NA,NA,3,1,1,4,2,3,NA,NA,NA,NA,8,8,1,1,38,6,NA,NA,38,6,5,38,6,5,17,1,"5",5,2,4,1,2,1,1,6,0,9000,1,1,21,1,8,1,1,506877140,31,3,2,1,17,1,NA,3,90,2,4,3,3,1,3,9,4,1,9,1,2,9,2,1,2,2,1,11,1
"30",1,32,3,1,1,3,3,1,4,4,7,8,5,3,1,3,2,3,4,2,2,2,1,3,4,2,6,7,7,6,7,7,2,1,1,3,2,2,2,2,3,3,3,3,2,2,9,9,2,NA,4,NA,NA,2,3,6,7,8,1,4,8,5,8,6,2,10,2,NA,7,9,7,3,1,3,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,1,1,1,3,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,2,1,2,3,1,1,2,NA,NA,4,3,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,3,90,NA,NA,NA,NA,NA,NA,1,1,1,2,4,3,NA,NA,NA,NA,1,2,1,2,1,1,NA,NA,69,3,8,1,1,6,12,2,"23",5,2,2,1,3,1,1,3,0,7700,1,1,4,2,52,3,1,528902830,33,NA,1,1,12,1,NA,3,90,2,3,3,3,2,5,4,3,4,1,1,2,5,4,9,1,2,1,11,1
"31",2,63,6,1,1,3,3,37,5,3,NA,NA,NA,NA,NA,1,2,2,4,NA,NA,3,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,1,1,3,2,NA,NA,NA,2,9,3,4,9,NA,NA,NA,2,4,9,4,1,1,4,NA,NA,NA,3,8,1,5,1,3,6,8,1,1,9,1,7,1,9,1,9,1,2,5,5,5,5,5,5,2,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,9,1,3,2,3,1,3,NA,3,NA,3,6,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,4,1,90,1,1,100,80,20,1,3,1,2,1,4,3,NA,NA,NA,NA,8,3,1,2,1,1,NA,NA,26,4,9,17,4,9,12,2,"46",4,2,2,1,3,1,1,3,1,4021,1,1,18,1,4,1,1,46600173,63,6,1,1,13,1,NA,1,90,2,2,3,4,1,4,5,4,2,2,4,4,2,4,4,5,2,1,11,1
"32",2,29,2,2,1,3,3,1,5,2,NA,NA,NA,NA,NA,2,1,3,4,NA,NA,2,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,1,1,3,4,NA,NA,NA,3,9,3,2,3,NA,NA,NA,3,3,2,3,4,3,4,NA,NA,NA,3,5,5,7,3,3,3,999,2,4,5,5,4,2,3,9,NA,2,3,5,5,9,4,2,9,2,2,2,3,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,5,NA,5,NA,2,3,2,3,NA,3,NA,2,6,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,5,2,90,2,2,0,90,50,3,2,2,1,4,2,3,NA,NA,NA,NA,8,8,1,3,1,1,NA,NA,56,3,8,63,2,7,12,2,"42",5,2,3,1,2,1,1,6,0,6900,1,1,2,2,9,3,1,97661116,NA,NA,2,1,12,1,NA,1,1,2,3,6,4,2,4,4,4,1,3,4,4,3,4,5,1,2,1,11,1
"33",3,71,7,1,1,4,3,1,3,3,NA,NA,NA,NA,NA,2,2,4,4,NA,NA,1,2,3,1,4,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,NA,NA,NA,4,3,3,2,3,NA,NA,NA,2,NA,3,NA,NA,3,3,NA,NA,NA,3,5,4,8,4,5,4,9,3,NA,4,5,4,2,9,2,9,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,4,3,5,4,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,NA,NA,2,2,NA,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,1,5,2,2,NA,NA,40,60,0,1,2,9,2,9,9,9,NA,NA,NA,NA,1,3,1,2,1,1,NA,NA,1,1,6,1,1,6,12,2,"23",3,9,2,1,4,1,1,6,0,3000,1,1,21,1,2,1,1,25670149,71,7,1,1,10,1,NA,2,90,4,3,3,3,1,5,3,3,3,2,4,3,2,5,2,6,1,1,11,1
"34",3,34,3,2,1,3,2,6,5,2,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,3,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,NA,NA,NA,3,1,4,2,3,NA,NA,NA,2,NA,1,NA,NA,3,3,NA,NA,NA,3,2,8,4,8,999,999,2,9,NA,8,7,3,4,NA,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,2,4,9,6,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,1,2,4,NA,4,NA,2,1,1,2,2,1,1,2,1,2,2,1,1,2,1,NA,NA,1,4,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,1,90,NA,NA,33,33,33,3,13,2,1,2,4,3,NA,NA,NA,NA,8,4,8,1,1,1,NA,NA,27,4,9,27,4,9,18,1,"5",5,1,4,1,1,1,1,6,0,8700,1,1,27,1,52,2,1,523699099,34,3,2,1,16,1,NA,1,1,2,4,3,5,1,4,4,2,2,4,4,3,4,4,3,5,2,1,11,1
"35",3,31,3,1,1,1,3,1,1,2,NA,NA,NA,NA,NA,4,2,4,4,NA,NA,1,4,1,2,3,NA,NA,NA,NA,NA,NA,NA,1,1,3,2,NA,NA,NA,3,3,3,3,3,NA,NA,NA,4,NA,9,NA,NA,2,3,NA,NA,NA,2,6,5,6,2,6,10,5,6,NA,8,6,5,1,2,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,4,6,99,7,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,4,NA,1,3,4,NA,4,NA,4,NA,3,2,3,1,1,2,1,2,2,3,4,NA,2,NA,NA,4,4,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,4,1,90,NA,NA,40,40,30,1,97,2,1,2,4,3,NA,NA,NA,NA,8,2,1,2,1,1,NA,NA,8,5,10,1,1,6,15,NA,"y1",1,1,3,1,3,1,1,5,1,1137,1,1,4,2,4,3,1,524887278,31,NA,1,1,15,1,NA,1,96,2,4,1,4,2,4,4,4,4,1,2,4,3,2,3,1,2,1,11,1
"36",3,41,4,2,1,5,4,37,5,5,NA,NA,NA,NA,NA,4,2,2,4,NA,NA,2,1,3,2,4,NA,NA,NA,NA,NA,NA,NA,1,1,3,2,NA,NA,NA,3,3,3,4,4,NA,NA,NA,2,NA,3,NA,NA,2,4,NA,NA,NA,9,999,999,999,999,999,999,1,2,NA,8,5,99,5,NA,5,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,99,99,99,99,99,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,2,1,1,2,1,2,2,3,5,NA,6,NA,NA,4,5,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,3,98,95,NA,NA,80,40,50,4,97,2,2,1,4,3,NA,NA,NA,NA,8,8,1,3,1,1,NA,NA,61,2,7,61,2,7,12,2,"17",9,3,2,1,1,1,2,6,1,5000,1,1,28,1,54,2,1,546427686,41,NA,2,1,12,2,18,NA,99,9,4,6,4,2,4,4,2,1,1,1,2,2,1,1,6,9,1,11,1
"37",2,50,5,1,1,1,9,33,9,3,NA,NA,NA,NA,NA,3,2,3,4,NA,NA,4,2,4,1,3,NA,NA,NA,NA,NA,NA,NA,3,2,3,4,NA,NA,NA,1,2,1,3,3,NA,NA,NA,4,1,3,2,9,3,3,NA,NA,NA,2,1,1,1,1,1,1,999,9,9,10,10,3,1,3,1,3,1,2,2,2,1,2,2,4,9,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,1,2,1,2,3,2,NA,7,NA,1,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,4,98,6,8,98,100,7,8,4,97,2,2,1,3,4,NA,NA,NA,NA,2,2,2,3,1,1,NA,NA,5,5,10,28,4,9,30,2,"19",4,1,1,1,3,1,4,5,0,3000,1,1,25,1,2,2,1,25821894,50,5,1,1,NA,2,6,NA,90,2,4,6,5,1,5,1,1,1,1,3,5,3,5,1,2,9,1,11,1
"38",3,NA,8,2,1,4,3,6,4,4,NA,NA,NA,NA,NA,3,2,4,4,NA,NA,1,2,4,1,3,NA,NA,NA,NA,NA,NA,NA,2,1,2,4,NA,NA,NA,3,3,2,3,3,NA,NA,NA,3,NA,3,NA,NA,2,4,NA,NA,NA,2,999,999,999,999,999,999,999,2,NA,99,7,1,3,1,3,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,99,99,99,99,99,99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9,3,9,3,9,3,9,3,9,4,NA,3,9,3,2,3,2,3,2,3,9,3,2,5,NA,NA,2,6,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,5,3,90,NA,NA,50,0,80,1,99,2,2,1,4,3,NA,NA,NA,NA,8,8,1,2,1,1,NA,NA,1,1,6,1,1,6,11,NA,"45",5,5,3,1,3,1,1,3,0,2650,1,1,3,2,9,3,1,95494352,80,8,2,1,12,1,NA,3,90,2,4,6,3,2,4,4,4,2,3,4,4,1,2,9,5,1,1,12,1
"39",3,29,2,2,1,3,2,1,4,9,NA,NA,NA,NA,NA,1,3,2,1,NA,NA,3,3,1,4,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,9,NA,NA,NA,3,3,4,2,3,NA,NA,NA,3,NA,2,NA,NA,2,1,NA,NA,NA,2,999,999,999,999,999,999,1,9,NA,7,7,5,3,1,1,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,3,5,10,10,10,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,NA,1,2,1,2,2,9,9,NA,3,2,2,1,3,2,3,2,1,2,3,2,1,NA,NA,2,3,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,3,1,90,NA,NA,45,83,83,3,99,1,1,2,4,3,NA,NA,NA,NA,8,3,1,2,1,1,NA,NA,NA,NA,11,NA,NA,NA,12,1,"13",9,1,2,1,3,1,1,6,0,5000,1,1,2,2,77,3,1,775446299,29,NA,2,1,15,1,NA,2,90,3,3,2,4,1,4,4,2,4,4,4,4,4,4,4,2,2,1,12,1
"40",1,65,6,2,1,3,4,45,3,5,5,2,5,3,3,3,1,4,4,3,2,2,1,2,3,4,7,7,7,7,7,7,5,2,1,2,4,3,1,1,1,4,3,3,2,3,4,4,4,NA,2,NA,NA,2,4,2,2,2,3,1,1,7,1,4,10,7,6,NA,6,5,3,2,9,5,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,3,1,1,9,1,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,9,2,9,2,3,5,NA,NA,NA,1,4,6,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,4,90,NA,NA,NA,NA,NA,NA,95,1,2,1,4,3,NA,NA,NA,NA,8,2,1,2,1,1,NA,NA,1,1,6,25,4,9,13,2,"",5,4,3,1,4,1,2,9,0,3570,1,1,22,1,3,1,1,39068055,65,NA,2,1,13,1,NA,2,90,4,3,4,3,1,4,4,4,2,4,4,3,2,4,5,6,2,1,12,1
"41",2,74,7,2,1,3,2,6,2,3,NA,NA,NA,NA,NA,2,1,3,1,NA,NA,2,2,1,4,3,NA,NA,NA,NA,NA,NA,NA,3,1,3,3,NA,NA,NA,1,4,4,4,4,NA,NA,NA,4,4,4,4,4,2,2,NA,NA,NA,3,1,999,10,999,10,10,1,3,1,10,5,10,2,1,2,1,2,1,3,2,2,2,3,5,1,1,2,2,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,2,3,2,3,3,1,NA,7,NA,1,6,1,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,4,99,90,8,99,80,100,0,3,99,1,1,2,4,3,NA,NA,NA,NA,8,4,1,2,1,1,NA,NA,1,1,6,1,1,6,16,1,"8",4,5,3,1,1,1,2,4,1,6200,1,1,25,1,3,1,1,35077522,73,NA,2,1,16,1,NA,99,90,3,1,2,3,2,4,5,3,3,3,2,4,3,3,1,5,9,1,12,1
"42",2,42,4,1,1,3,3,23,3,3,NA,NA,NA,NA,NA,2,3,2,2,NA,NA,2,3,4,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,4,3,4,3,2,NA,NA,NA,2,4,4,3,3,2,3,NA,NA,NA,2,6,8,1,7,4,1,5,2,4,6,8,1,3,2,1,3,3,2,3,3,3,2,2,3,1,2,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,1,2,3,1,1,2,NA,1,NA,5,5,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,3,3,90,3,3,35,40,25,1,8,2,1,2,4,3,NA,NA,NA,NA,1,3,1,2,1,1,NA,NA,27,4,9,27,4,9,15,1,"17",9,2,3,1,2,1,1,6,1,8600,1,1,4,2,3,3,1,775024252,42,NA,1,1,15,1,NA,19,90,2,3,2,4,2,4,4,3,4,1,4,4,2,4,5,2,2,1,12,1
"43",3,34,3,1,1,2,4,1,4,5,NA,NA,NA,NA,NA,4,1,4,4,NA,NA,3,3,1,2,4,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,NA,NA,NA,1,1,2,2,1,NA,NA,NA,2,NA,2,NA,NA,1,1,NA,NA,NA,3,1,1,10,1,3,7,7,3,NA,1,1,7,2,9,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7,2,2,7,10,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,NA,2,1,2,1,2,3,1,2,4,NA,2,3,2,3,4,NA,2,3,4,NA,2,NA,NA,5,6,NA,5,1,2,1,1,1,2,1,1,2,9,1,2,1,9,2,2,NA,NA,50,90,50,1,1,2,1,2,4,3,NA,NA,NA,NA,8,3,1,2,1,1,NA,NA,61,2,7,61,2,7,12,2,"42",3,3,3,1,9,1,2,3,0,5000,1,1,1,2,54,3,1,545325257,34,NA,1,1,12,1,NA,2,2,1,4,5,5,1,5,4,1,2,1,4,4,1,4,9,2,2,1,12,1
"44",1,60,6,2,1,2,2,17,5,3,5,2,7,2,3,1,2,3,9,1,2,4,4,1,3,2,4,7,7,7,7,1,7,1,1,3,1,1,1,2,4,3,4,4,1,1,4,1,1,NA,1,NA,NA,1,4,7,7,9,1,5,8,1,2,1,1,1,2,NA,7,7,2,9,NA,9,NA,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,1,9,1,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,3,1,3,5,NA,1,3,NA,NA,5,6,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,99,99,NA,NA,NA,NA,NA,NA,99,1,1,4,2,3,NA,NA,NA,NA,2,3,1,1,1,1,NA,NA,25,4,9,25,4,9,12,1,"7",4,1,6,1,3,1,1,5,0,6600,1,1,19,1,3,1,1,35045269,60,6,2,1,12,1,NA,1,91,3,1,1,1,1,4,5,4,3,4,4,4,5,4,9,5,2,1,15,1
