"","ID","date","date_telephone","agree_1","citizen‎","age","age_group","sex","educ","v144","v6","v8_code1","v8_code2","v8_code3","v601","v9","v10","v11","v12","v700","v14","v15a","v15b","v15c","v19","v701","v20","v702","v21","v36","v703","v704","v27","v28","v29","v30","v25","v22","v33","v35","v86","v89","v45","v46","v47","v48","v49a","v49z","v49b","v49s","v49i","v49k","v49h","v49f","v49c","v49j","v49y","v49t","v52a","v52b","v52c","v50","v51","v622a","v622b","v623","v53","v58","v59","v60","v61","v62","v63","v64","v65","v66","v68","v69","v104","v104a","v504","v609","v705","v106","v107","v706","v111","v601b","v506","v73","v510","v511","v109","v110","v115","v116","v707a","v707b","v707c","v119","v120","v619","v121","v122","v123","v708","v125","v126","v127","v128","v620a","v620z","v620s","v620b","v620i","v620k","v620h","v620c","v620f","v620j","v620y","v620","v712","v130","v131","v513","v134","v137","v138_code","v139","v140","v141","v143_code","sector","data_collection","Version‎","language‎","date_after","agree_2","F1","F2","F3","F5","F7","N1","F9","F110","F10","N11","N50","N51","N622a","N622b","N623","w_panel1","w_panel2","w_jews_panel1","w_jews_panel2","w_arabs_panel1","w_arabs_panel2"
"33",266057,2022-10-18,"",1,1,NA,5,2,6,5,1,28,NA,NA,1,3,2,2,3,2,2,2,3,4,4,1,3,2,3,3,3,2,NA,NA,NA,NA,1,2,3,1,3,4,2,2,4,4,8,7,4,4,3,3,6,2,2,0,0,NA,8,7,7,8,3,3,NA,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,1,4,4,3,3,1,4,2,2,8,8,1,2,4,3,3,4,4,4,4,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,2,5,"",1,"24",2,11,3,1,1,1,1,1,"09/11/2022",1,1,4,4,3,4,2,3,2,3,3,7,6,3,NA,1,0.666192710399628,0.612689137458801,0.686356008052826,0.655174612998962,NA,NA
"34",266058,2022-10-18,"",1,1,42,4,1,8,3,3,18,NA,NA,2,4,4,4,4,4,2,1,3,4,2,1,3,2,1,2,3,1,NA,NA,NA,NA,1,1,1,2,3,3,2,3,1,1,8,0,0,0,5,5,0,0,5,0,0,NA,10,5,0,10,0,5,NA,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,1,3,4,4,1,3,3,3,3,10,6,2,3,4,4,1,2,1,3,3,1,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,5,"",1,"12",4,7,6,1,1,1,1,1,"09/11/2022",1,1,1,6,1,7,4,6,1,3,3,8,4,8,NA,1,1.27407538890839,1.20162045955658,1.31263709068298,1.28494393825531,NA,NA
"35",266059,2022-10-18,"",1,1,38,3,2,9,4,5,18,NA,NA,2,5,4,4,3,4,1,1,2,4,3,2,3,1,1,3,3,1,NA,NA,NA,NA,1,2,2,4,4,4,1,3,5,5,3,3,3,5,1,1,1,1,1,0,0,NA,0,2,4,7,3,1,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,3,NA,NA,4,NA,NA,7,4,4,1,3,2,3,4,4,4,4,2,1,4,4,2,4,2,4,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,3,4,"",1,"24",5,7,5,1,1,1,1,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.675457894802094,NA,0.695901572704315,NA,NA,NA
"36",266060,2022-10-18,"",1,1,NA,6,1,9,5,3,1,NA,NA,2,5,4,5,3,4,2,4,3,1,4,2,2,1,1,98,2,98,NA,NA,NA,NA,1,1,2,2,3,4,2,3,1,1,7,1,1,4,2,2,1,1,1,1,1,NA,10,1,1,8,3,4,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,NA,1,3,5,5,2,1,4,3,3,2,2,1,2,4,3,2,98,1,3,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,5,6,"",1,"75",1,9,7,1,1,1,1,1,"09/11/2022",1,2,NA,6,1,7,8,5,4,2,4,8,8,8,NA,8,1.12422966957092,1.10155713558197,1.15825605392456,1.1779420375824,NA,NA
"37",266061,2022-10-18,"",1,1,33,3,2,8,2,2,4,NA,NA,4,4,3,4,3,4,2,4,2,1,4,3,3,1,1,2,3,2,NA,NA,NA,NA,2,98,2,1,3,2,1,2,1,1,7,4,4,9,8,8,2,3,3,0,0,NA,10,8,5,10,8,8,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,3,NA,NA,5,NA,NA,1,3,5,4,1,1,5,3,3,9,4,2,1,4,4,2,2,1,4,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,2,4,"",2,"Y2",99,7,3,1,1,1,1,1,"09/11/2022",1,1,1,1,3,5,1,1,2,2,4,10,8,10,NA,5,0.760490953922272,0.673792243003845,0.78350830078125,0.72051477432251,NA,NA
"38",266062,2022-10-20,"",1,1,32,3,2,5,3,2,16,NA,NA,2,4,3,3,3,4,3,3,4,2,3,1,2,2,4,4,3,3,NA,NA,NA,NA,1,2,2,3,3,2,4,3,98,98,98,98,98,98,0,98,98,98,98,98,98,NA,98,98,98,5,5,2,NA,98,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,98,NA,NA,3,NA,NA,9,4,4,1,1,2,3,3,3,6,2,1,2,3,3,2,1,1,3,98,1,98,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,2,"1994",1,"63",1,5,3,1,1,1,1,1,"11/11/2022",1,1,7,1,1,8,2,6,3,98,3,6,5,2,NA,2,1.60677242279053,1.5061274766922,1.65540373325348,1.61056637763977,NA,NA
"39",266063,2022-10-18,"",1,1,48,4,2,8,5,3,33,NA,NA,2,3,3,3,2,2,2,4,3,1,1,1,4,1,3,4,98,4,NA,NA,NA,NA,1,2,2,2,2,98,3,4,2,3,3,10,7,0,0,0,3,3,8,0,3,NA,0,10,10,3,5,3,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,3,5,5,5,2,2,1,2,2,9,3,1,2,4,4,98,3,2,3,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,4,"",1,"32",5,9,4,1,1,1,1,1,"09/11/2022",1,1,2,6,1,7,3,3,3,3,4,5,6,4,NA,5,0.762894451618195,0.759600102901459,0.785984516143799,0.812272787094116,NA,NA
"40",266064,2022-10-18,"",1,1,32,3,1,8,2,2,18,NA,NA,2,3,3,3,3,3,3,4,1,3,3,3,3,2,2,2,3,1,NA,NA,NA,NA,1,2,2,2,3,2,1,2,5,1,8,1,4,8,4,4,1,1,1,1,1,NA,5,3,2,10,9,9,NA,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,3,NA,NA,3,NA,NA,94,2,3,0,1,1,4,2,3,9,4,2,1,4,4,1,1,2,4,4,2,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,10,5,"",2,"26",2,5,2,1,1,1,1,1,"09/11/2022",1,1,10,1,2,7,8,3,2,3,3,9,8,8,NA,7,0.856952786445618,0.775846838951111,0.882889688014984,0.829646110534668,NA,NA
"41",266065,2022-10-18,"",1,1,67,6,2,9,4,2,32,NA,NA,1,3,4,3,2,3,2,4,1,2,2,1,4,1,4,3,3,1,NA,NA,NA,NA,2,1,3,2,98,4,2,3,1,1,10,2,4,6,8,8,1,1,3,0,0,NA,10,5,2,9,1,6,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,NA,NA,1,2,4,4,2,2,3,3,3,6,5,2,1,4,4,4,4,4,3,1,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,2,5,"",1,"Y2",3,7,4,1,1,1,1,1,"09/11/2022",1,1,1,6,1,7,1,1,1,3,4,10,5,7,NA,5,1.12582242488861,1.01827228069305,1.15989708900452,1.0888819694519,NA,NA
"42",266066,2022-10-18,"",1,1,NA,2,2,8,3,3,4,NA,NA,3,3,4,5,3,3,1,3,2,4,2,13,3,1,2,2,2,1,NA,NA,NA,NA,2,1,3,3,3,3,1,2,1,1,10,0,4,9,8,8,2,0,0,0,0,NA,10,0,0,10,0,8,NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,1,1,4,3,2,2,1,2,3,7,6,2,1,3,2,4,2,2,2,2,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,2,4,"",1,"52",1,9,5,1,1,1,1,1,"09/11/2022",1,1,1,1,1,1,1,1,1,3,4,10,0,5,NA,3,0.892280757427216,0.889274120330811,0.919286906719208,0.950938761234283,NA,NA
"43",266067,2022-10-18,"",1,1,NA,4,2,5,4,3,15,NA,NA,2,2,3,2,3,2,2,3,4,2,2,1,2,2,3,3,3,3,NA,NA,NA,NA,1,2,2,3,4,4,2,3,5,1,5,5,7,2,2,2,8,1,1,1,1,NA,5,6,5,5,5,3,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,3,NA,NA,94,5,4,4,1,1,3,3,3,8,5,2,1,4,4,4,3,3,4,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,11,5,"",2,"51",5,10,5,1,1,1,1,1,"09/11/2022",1,2,NA,5,4,4,2,3,3,2,3,5,5,5,NA,6,1.28420090675354,1.2423769235611,1.32306909561157,1.3285266160965,NA,NA
"44",266068,2022-10-18,"",1,1,42,4,2,4,5,4,1,NA,NA,4,4,3,5,4,3,1,1,2,4,4,1,98,2,3,3,3,1,NA,NA,NA,NA,3,1,3,2,2,2,2,4,1,1,10,5,5,5,5,5,5,5,5,5,5,NA,10,5,1,6,6,5,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,1,4,4,4,2,2,2,2,3,7,1,2,1,3,4,2,2,2,2,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,5,"",1,"41",4,7,3,1,1,1,1,1,"09/11/2022",1,1,1,6,3,1,1,2,3,3,4,8,5,5,NA,2,1.09717881679535,1.15631794929504,1.13038647174835,1.23650002479553,NA,NA
"45",266070,2022-10-18,"",1,1,31,3,2,8,5,4,18,NA,NA,1,4,3,2,2,1,3,3,4,2,2,3,3,1,4,4,3,3,NA,NA,NA,NA,1,2,2,3,3,3,2,4,5,3,0,10,1,0,0,0,9,1,10,0,0,NA,0,10,10,5,7,0,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,4,NA,NA,5,4,4,4,1,1,3,3,3,8,4,1,4,2,3,2,3,2,3,3,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,4,"",1,"14",3,6,1,1,1,1,1,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.726768791675568,NA,0.748765468597412,NA,NA,NA
"46",266071,2022-10-18,"",1,1,45,4,2,5,5,3,18,NA,NA,3,5,5,5,2,2,1,4,1,3,2,1,3,1,3,4,4,2,NA,NA,NA,NA,1,2,1,3,2,2,3,4,2,2,0,10,98,1,0,0,9,9,7,98,0,NA,0,5,10,0,10,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,6,7,2,2,3,2,5,2,2,10,8,1,2,3,2,3,3,3,3,3,1,3,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,4,"",1,"13",3,5,3,1,1,1,1,1,"09/11/2022",1,1,2,5,1,7,3,3,4,1,1,1,10,2,NA,2,1.13803482055664,1.16720306873322,1.17247903347015,1.24813997745514,NA,NA
"47",266072,2022-10-18,"",1,1,39,3,2,6,5,3,28,NA,NA,2,4,2,3,3,4,2,4,2,1,4,3,2,1,4,4,3,2,NA,NA,NA,NA,1,2,3,3,3,98,3,4,2,3,0,7,98,0,0,0,7,98,98,98,98,NA,0,7,9,7,3,0,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,98,NA,NA,9,3,1,2,2,2,1,3,4,98,5,1,4,3,98,1,3,2,3,4,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,3,"2000",1,"33",4,2,2,99,1,1,1,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.646074652671814,NA,0.665629029273987,NA,NA,NA
"48",266073,2022-10-26,"",1,1,35,3,2,4,5,3,15,NA,NA,1,5,4,3,3,4,2,4,2,3,4,3,3,1,4,4,3,3,NA,NA,NA,NA,2,2,3,2,2,3,3,4,98,3,5,6,9,3,0,2,6,3,3,0,0,NA,6,8,7,5,5,4,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,NA,NA,2,4,2,2,3,2,5,2,2,6,6,1,2,4,3,2,3,3,4,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,3,"1993",1,"44",5,9,4,1,1,1,1,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0452219247818,NA,1.07685708999634,NA,NA,NA
"49",266074,2022-10-18,"",1,1,34,3,2,8,5,3,1,NA,NA,2,4,3,4,4,4,2,3,1,4,4,3,3,2,2,4,98,3,NA,NA,NA,NA,1,2,2,1,3,2,4,3,5,1,5,7,5,1,0,0,8,0,9,0,0,NA,7,4,8,8,7,0,NA,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,2,NA,NA,5,NA,NA,3,3,1,2,1,2,4,3,3,9,7,2,1,4,3,4,2,2,4,98,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,5,"",2,"23",4,5,4,1,1,1,1,1,"09/11/2022",1,1,2,1,1,3,1,3,4,2,4,5,5,2,NA,2,0.726768791675568,0.71345728635788,0.748765468597412,0.762930274009705,NA,NA
"50",266075,2022-10-18,"",1,1,NA,2,1,6,4,4,18,NA,NA,3,3,3,3,4,1,2,3,4,2,2,1,2,2,4,4,4,4,NA,NA,NA,NA,1,2,3,2,3,2,3,3,5,1,4,5,4,5,4,4,4,5,4,3,3,NA,6,3,5,5,7,5,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,3,NA,NA,4,NA,NA,2,4,3,3,3,2,2,3,2,5,5,1,2,4,3,3,3,2,3,3,2,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,2,4,"",2,"34",1,3,2,1,1,1,1,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.680552244186401,NA,0.701150119304657,NA,NA,NA
"51",266076,2022-10-18,"",1,1,NA,1,2,5,1,2,18,NA,NA,2,5,2,5,4,4,2,1,2,4,3,5,2,2,1,2,2,1,NA,NA,NA,NA,1,1,2,3,4,3,2,3,5,5,6,2,0,9,7,6,0,0,1,0,0,NA,5,2,2,6,5,NA,8,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,5,NA,NA,7,3,5,0,1,2,4,2,4,4,3,2,1,4,3,3,4,2,1,3,2,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,1,6,"",2,"22",3,9,4,1,1,1,1,1,"09/11/2022",1,1,4,2,1,7,1,1,2,2,4,10,3,NA,7,2,0.70050048828125,0.659623503684998,0.72170215845108,0.705363512039185,NA,NA
"52",266077,2022-10-18,"",1,1,NA,4,1,9,3,1,22,NA,NA,3,2,2,1,2,3,2,3,2,1,2,2,3,1,1,3,2,4,NA,NA,NA,NA,1,2,2,2,2,2,3,3,3,3,3,1,9,1,0,0,0,0,2,0,0,NA,3,10,6,8,4,8,NA,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,1,NA,NA,2,5,3,2,1,3,4,1,1,7,9,2,1,3,4,2,2,2,4,3,2,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,3,1,"1991",2,"25",4,5,6,1,1,1,1,1,"09/11/2022",1,1,3,6,1,5,4,3,1,4,4,7,5,7,NA,5,1.04934728145599,0.99352103471756,1.08110725879669,1.0624144077301,NA,NA
"53",266078,2022-10-18,"",1,1,NA,6,1,5,5,3,18,NA,NA,1,5,4,3,3,2,2,4,3,1,1,1,4,1,3,4,3,4,NA,NA,NA,NA,1,2,4,3,4,4,3,3,2,2,1,10,10,0,0,0,10,8,8,2,6,NA,2,8,10,1,8,0,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,9,5,4,0,2,2,1,2,2,8,3,1,4,2,4,1,98,2,4,3,2,3,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,6,"",1,"51",4,7,2,1,1,1,1,1,"09/11/2022",1,1,9,2,4,7,4,3,3,2,2,2,2,0,NA,10,2.03620457649231,2.04719567298889,2.09783315658569,2.18915367126465,NA,NA
"54",266079,2022-10-18,"",1,1,28,2,1,7,4,5,18,28,NA,1,4,4,3,3,4,3,3,1,4,3,2,1,2,3,1,2,3,NA,NA,NA,NA,1,2,1,1,4,4,2,1,4,4,0,5,3,0,0,0,6,1,2,0,1,NA,0,5,4,4,3,0,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,2,NA,NA,9,2,4,4,1,1,1,4,3,6,1,2,1,3,4,1,3,1,3,4,2,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,36,3,"1995",1,"21",1,5,2,1,1,1,1,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.680552244186401,NA,0.701150119304657,NA,NA,NA
"55",266080,2022-10-18,"",1,1,49,4,1,9,1,1,3,NA,NA,1,3,3,4,4,4,2,2,3,4,4,2,2,2,2,2,1,1,NA,NA,NA,NA,2,1,1,2,2,98,3,1,1,1,7,0,0,8,5,5,0,0,0,0,0,NA,10,0,0,10,3,NA,10,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,5,NA,NA,99,1,5,5,1,1,4,2,2,8,8,2,1,4,4,2,2,2,3,3,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,4,1,6,"",2,"12",4,11,6,1,1,1,1,1,"09/11/2022",1,1,99,2,1,5,1,1,1,4,4,10,10,NA,10,5,0.552248775959015,0.479596525430679,0.568963348865509,0.512853026390076,NA,NA
"56",266081,2022-10-18,"",1,1,NA,4,1,6,5,3,10,NA,NA,1,4,4,5,4,4,2,4,2,3,4,97,3,2,1,3,1,2,NA,NA,NA,NA,3,1,2,3,2,3,2,3,5,1,5,0,1,4,1,1,0,0,0,0,0,NA,10,1,0,9,9,9,NA,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,3,NA,NA,4,NA,NA,7,2,4,3,1,1,1,4,4,2,1,1,2,4,3,2,3,2,3,3,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,10,7,"",1,"13",3,8,4,1,1,1,1,1,"16/11/2022",1,1,4,5,1,2,1,1,2,2,4,10,10,9,NA,9,0.764212608337402,0.773290276527405,0.787342607975006,0.8269122838974,NA,NA
"57",266082,2022-10-18,"",1,1,NA,2,2,8,5,4,31,23,NA,2,3,5,4,4,4,1,4,3,2,3,3,2,2,4,4,4,1,NA,NA,NA,NA,1,2,3,4,4,3,3,4,5,5,3,4,0,0,0,0,0,1,0,0,0,NA,1,4,4,5,5,0,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,2,NA,NA,4,NA,NA,98,4,3,5,1,2,3,4,3,5,5,2,1,4,2,2,3,3,2,1,2,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,11,4,"",1,"Y2",5,5,2,1,1,1,1,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602051854133606,NA,0.62027382850647,NA,NA,NA
"58",266083,2022-10-18,"",1,1,NA,2,2,5,5,3,28,NA,NA,2,2,3,2,2,2,2,3,4,1,2,3,3,2,3,4,2,3,NA,NA,NA,NA,1,2,4,2,3,2,3,4,5,3,2,8,3,2,1,1,1,8,8,4,3,NA,3,6,8,6,5,1,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,3,4,2,2,3,1,1,3,3,5,6,1,4,2,3,2,3,1,3,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,1,4,"",1,"51",3,9,3,1,1,1,1,1,"23/11/2022",1,1,2,6,3,5,3,3,3,2,3,5,5,2,NA,5,0.89810049533844,0.994637191295624,0.925282776355743,1.06360793113708,NA,NA
"59",266084,2022-10-18,"",1,1,NA,5,2,4,3,2,18,NA,NA,1,5,4,3,3,2,2,1,3,4,4,3,3,1,1,3,2,4,NA,NA,NA,NA,1,1,2,4,4,4,3,3,1,1,10,4,3,6,5,5,2,1,1,1,1,NA,10,6,4,8,5,5,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,NA,1,1,5,4,2,2,4,1,1,10,8,2,1,4,4,3,3,3,3,3,2,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,3,5,"",2,"13",4,7,4,1,1,1,1,1,"09/11/2022",1,1,1,6,1,5,3,3,2,3,4,8,6,5,NA,5,1.59732496738434,1.44929575920105,1.64567029476166,1.54979372024536,NA,NA
"60",266085,2022-10-18,"",1,1,27,2,2,8,5,2,1,18,NA,2,4,2,3,3,4,2,3,4,2,3,1,3,1,4,4,2,3,NA,NA,NA,NA,1,2,2,2,3,2,2,2,2,3,2,8,7,2,0,0,4,4,6,2,2,NA,0,8,8,7,6,2,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,NA,NA,3,3,3,3,1,2,4,2,2,7,6,2,1,4,4,2,3,1,3,2,2,2,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,1,6,"",1,"24",1,3,2,1,1,1,1,1,"09/11/2022",1,1,2,6,1,4,3,3,2,4,4,3,3,2,NA,1,0.602051854133606,0.647296249866486,0.62027382850647,0.692181468009949,NA,NA
"61",266087,2022-10-18,"",1,1,68,6,2,6,5,2,21,NA,NA,2,2,2,2,3,3,2,1,4,3,3,3,3,2,3,3,2,3,NA,NA,NA,NA,1,2,3,2,98,2,2,3,2,3,3,8,7,0,1,1,4,5,9,2,6,NA,0,6,8,8,5,3,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,3,NA,NA,3,NA,NA,5,4,5,4,2,1,1,3,3,6,6,2,1,4,3,2,3,3,3,3,2,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,10,5,"",2,"23",3,7,2,1,1,1,1,1,"09/11/2022",1,1,8,6,1,7,3,3,3,3,4,8,7,2,NA,5,1.07684636116028,1.02295279502869,1.10943865776062,1.09388709068298,NA,NA
"62",266088,2022-10-18,"",1,1,NA,3,2,4,5,3,62,NA,NA,2,4,3,2,4,3,3,3,1,4,3,1,3,2,4,4,3,3,NA,NA,NA,NA,1,2,3,2,4,4,2,3,5,3,4,98,3,4,2,3,6,6,7,98,98,NA,2,7,7,5,5,3,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,2,NA,NA,3,NA,NA,5,4,2,2,2,2,5,3,4,4,5,1,4,3,3,2,2,2,3,1,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,3,"1996",1,"51",1,5,2,99,1,1,1,1,"09/11/2022",1,1,2,1,1,7,3,3,4,2,3,4,5,3,NA,3,1.0452219247818,1.08607506752014,1.07685708999634,1.16138637065887,NA,NA
"63",266089,2022-10-18,"",1,1,28,2,2,8,5,2,18,NA,NA,1,3,3,2,4,4,2,2,3,4,4,3,3,1,1,3,3,1,NA,NA,NA,NA,2,1,3,3,3,2,2,2,1,1,10,4,5,5,4,4,5,0,0,0,0,NA,10,6,4,10,0,5,NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,7,1,2,2,3,2,2,2,2,6,5,2,1,3,3,3,3,3,3,3,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,3,4,"",1,"Y2",4,9,3,1,1,1,1,1,"09/11/2022",1,1,1,4,4,4,1,1,3,2,4,10,0,4,NA,2,0.602051854133606,0.647296249866486,0.62027382850647,0.692181468009949,NA,NA
"64",266090,2022-10-18,"",1,1,NA,6,1,8,5,1,65,NA,NA,2,3,3,4,2,1,2,4,3,1,2,1,3,1,4,3,2,4,NA,NA,NA,NA,1,2,1,2,3,3,2,3,2,3,2,7,7,0,1,0,7,0,4,0,3,NA,0,8,8,5,5,2,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,1,NA,NA,9,4,5,1,2,1,4,4,3,4,3,1,2,4,4,1,2,2,3,3,2,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,1,6,"",1,"44",5,9,2,1,1,1,1,1,"16/11/2022",1,1,2,2,1,7,4,5,3,2,4,6,6,3,NA,6,1.36499178409576,1.33228766918182,1.40630519390106,1.42467200756073,NA,NA
"65",266091,2022-10-18,"",1,1,NA,4,2,9,5,3,18,NA,NA,1,4,3,3,2,1,3,3,4,1,2,1,2,2,3,4,3,3,NA,NA,NA,NA,1,2,3,2,2,3,1,3,2,2,2,8,8,0,0,0,4,5,5,1,5,NA,2,8,9,4,6,2,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,3,4,4,4,1,1,1,2,2,7,6,1,4,2,4,2,2,2,3,3,2,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,4,"",1,"24",3,7,1,1,1,1,1,1,"09/11/2022",1,1,2,6,1,5,3,3,2,3,4,5,9,5,NA,5,0.628331243991852,0.628050804138184,0.647348582744598,0.671601474285126,NA,NA
